Address,Asking Price,Beds,Baths,Property Type,Energy Rating,Eircode,Local Property Tax,Agency Name,Agency Contact,Price Changes,URL,MyHome_Address,MyHome_Asking_Price,MyHome_Beds,MyHome_Baths,MyHome_Floor_Area_Value,MyHome_BER_Rating,MyHome_BER_Number,MyHome_Energy_Performance_Indicator,MyHome_Latitude,MyHome_Longitude,MyHome_Monthly_Price,MyHome_Floor_Area_Unit,MyHome_Publish_Date,MyHome_Sale_Type,MyHome_Category,MyHome_Featured_Level,MyHome_Link,Sale Price,Sale Date,First List Price,First List Date,Cleaned Asking Price,Cleaned Local Property Tax,Latitude,Longitude,Price per Square Metre
"10 Corrybeg Way, Templeogue, Dublin 6W, D6WXH01","€995,000",4 Bed,5 Bath,Semi-D,A3,D6W XH01,"€1,035",Sherry FitzGerald Templeogue,Orla Breslin,"Sold, €995,000, Tue Jul 02 2024; Sale Agreed, €995,000, Tue May 21 2024; Price Drop, €995,000, Fri Apr 19 2024; Created, €1,150,000, Thu Apr 11 2024",https://mynest.ie/listing/124560/Dublin/10-corrybeg-way-templeogue-dublin-6w-d6wxh01,"10 Corrybeg Way, Templeogue, Dublin 6W",Sold,4 beds,5 baths,196.0,,,,53.2949768,-6.3110354,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/10-corrybeg-way-templeogue-dublin-6w/4785074,995000.0,2024-07-02,1150000.0,2024-04-11,995000.0,1035.0,53.2949768,-6.3110354,
"6 Greenmount Lane, Harold's Cross, Harold's Cross, Dublin 6, D12AE27","€395,000",2 Bed,1 Bath,Terrace,E1,D12 AE27,€405,Mullery O'Gara Estate Agents,Deirdre O'Gara,"Sold, €431,000, Mon Jul 01 2024; Sale Agreed, €395,000, Mon Feb 12 2024; Created, €395,000, Wed Jan 31 2024",https://mynest.ie/listing/114231/Dublin/6-greenmount-lane-harolds-cross-harolds-cross-dublin-6-d12ae27,,,,,,,,,53.3292076,-6.2785594,,,,,,,https://www.myhome.ie/priceregister/6-greenmount-lane-harold-s-cross-dublin-12-dublin-d12ae27-1705278,431000.0,2024-07-01,395000.0,2024-01-31,395000.0,405.0,53.3292076,-6.2785594,
"15 Cherryfield Court, Clonsilla, Dublin 15, D15K3HR","€185,000",2 Bed,1 Bath,Semi-D,--,D15 K3HR,€90,BRG Gibson Auctions,BRG Gibson,"Sold, €195,000, Thu Mar 28 2024; Sale Agreed, €185,000, Fri Mar 15 2024; Relisted, €185,000, Fri Mar 08 2024; Sale Agreed, €185,000, Thu Feb 29 2024; Created, €185,000, Tue Feb 13 2024",https://mynest.ie/listing/115817/Dublin/15-cherryfield-court-clonsilla-dublin-15-d15k3hr,"16 Cherryfield Court, Hartstown, Dublin 15",Sold,2 beds,,57.0,,,,53.3950111,-6.4234579,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/16-cherryfield-court-hartstown-dublin-15/4689257,195000.0,2024-03-28,185000.0,2024-02-13,185000.0,90.0,53.3950111,-6.4234579,
"3 Prince Of Wales Terrace, Ballsbridge, Dublin 4, D04HN24","€895,000",3 Bed,3 Bath,Terrace,SI_666,D04 HN24,€945,Sherry FitzGerald Ballsbridge,Laura Conway,"Sold, €316,000, Fri Aug 09 2024; Sale Agreed, €895,000, Tue Mar 19 2024; Created, €895,000, Wed Feb 14 2024",https://mynest.ie/listing/116034/Dublin/3-prince-of-wales-terrace-ballsbridge-dublin-4-d04hn24,,,,,,,,,53.3265326,-6.2219919,,,,,,,https://www.myhome.ie/priceregister/flat-1-3-prince-of-wales-terrace-sandymount-dublin-4-d04hn24-1738012,316000.0,2024-08-09,895000.0,2024-02-14,895000.0,945.0,53.3265326,-6.2219919,
"9 Templeville Avenue, Templeogue, Dublin 6W, D6WKC80","€795,000",3 Bed,2 Bath,Semi-D,C3,D6W KC80,€855,Sherry FitzGerald Terenure,Ronan O'Malley,"Sold, €921,000, Fri Aug 09 2024; Sale Agreed, €795,000, Wed May 01 2024; Created, €795,000, Tue Apr 02 2024",https://mynest.ie/listing/123075/Dublin/9-templeville-avenue-templeogue-dublin-6w-d6wkc80,"9 Templeville Avenue, Templeogue, Dublin 6W",Sold,3 beds,2 baths,124.0,,,,53.3011425,-6.3067213,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/9-templeville-avenue-templeogue-dublin-6w/4782666,921000.0,2024-08-09,795000.0,2024-04-02,795000.0,855.0,53.3011425,-6.3067213,
"730 Virginia Heights, Tallaght, Dublin 24, D24E48N","€330,000",3 Bed,1 Bath,Semi-D,C2,D24 E48N,€315,DNG Tallaght,Jake Mc Donnell,"Sold, €393,000, Fri Aug 09 2024; Sale Agreed, €330,000, Fri Apr 19 2024; Created, €330,000, Thu Apr 04 2024",https://mynest.ie/listing/123431/Dublin/730-virginia-heights-tallaght-dublin-24-d24e48n,"730 Virginia Heights, Tallaght, Dublin 24",Sold,3 beds,,83.0,,,,53.2886781,-6.3793047,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/730-virginia-heights-tallaght-dublin-24/4783391,393000.0,2024-08-09,330000.0,2024-04-04,330000.0,315.0,53.2886781,-6.3793047,
"7 Orpen Green, Stillorgan Grove, Stillorgan, Co. Dublin, A94E7Y4","€560,000",3 Bed,2 Bath,End of Terrace,D1,A94 E7Y4,€585,Gillespie Lowe,John Lowe,"Sold, €652,000, Fri Aug 09 2024; Sale Agreed, €560,000, Fri May 10 2024; Created, €560,000, Fri Apr 05 2024",https://mynest.ie/listing/123668/Dublin/7-orpen-green-stillorgan-grove-stillorgan-co-dublin-a94e7y4,"7 Orpen Green, Stillorgan, County Dublin",Sold,3 beds,2 baths,94.0,,,,53.2894815,-6.1897937,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/7-orpen-green-stillorgan-county-dublin/4748897,652000.0,2024-08-09,560000.0,2024-04-05,560000.0,585.0,53.2894815,-6.1897937,
"Apartment 6, Block A, Tower Hall, Swords Central, Swords, Co. Dublin, K67Y9P2","€235,000",1 Bed,1 Bath,Apartment,D1,K67 Y9P2,€225,Redmond Property,Philip Mahon MIPAV MCEI,"Sold, €238,000, Fri Aug 09 2024; Sale Agreed, €235,000, Mon Jun 17 2024; Relisted, €235,000, Wed May 15 2024; Sale Agreed, €235,000, Wed Apr 03 2024; Created, €235,000, Wed Feb 28 2024",https://mynest.ie/listing/118127/Dublin/apartment-6-block-a-tower-hall-swords-central-swords-co-dublin-k67y9p2,"Apartment 6, Block A, Tower Hall, Swords Central, Swords, County Dublin",Sale Agreed,,,41.0,,,,53.4498985,-6.245469399999999,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/apartment-6-block-a-tower-hall-swords-central-swords-county-dublin/4775227,238000.0,2024-08-09,235000.0,2024-02-28,235000.0,225.0,53.4498985,-6.245469399999999,
"59 Birchwood Heights, Springfield, Tallaght, Dublin 24, D24TRK7","€310,000",3 Bed,1 Bath,Terrace,D2,D24 TRK7,€315,Tom Maher & Co. Ltd,Tom Maher & Co.,"Sold, €310,000, Fri Aug 09 2024; Sale Agreed, €310,000, Fri Mar 15 2024; Price Rise, €310,000, Tue Mar 05 2024; Created, €270,000, Wed Nov 22 2023",https://mynest.ie/listing/106162/Dublin/59-birchwood-heights-springfield-tallaght-dublin-24-d24trk7,"59, Birchwood Heights, Springfield, Tallaght, Dublin 24","€310,000",3 beds,,83.0,,,,53.2909018,-6.3850557,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/59-birchwood-heights-springfield-tallaght-dublin-24/4798746,310000.0,2024-08-09,270000.0,2023-11-22,310000.0,315.0,53.2909018,-6.3850557,
"42 Drynam Crescent, Drynam Hall, Kinsealy, Swords, Co. Dublin","€420,000",4 Bed,3 Bath,Terrace,B3,K67 YP58,€405,Flynn Estate Agents,Flynn & Associates Swords,"Sold, €454,000, Fri Aug 09 2024; Sale Agreed, €420,000, Fri Mar 15 2024; Created, €420,000, Sat Feb 24 2024",https://mynest.ie/listing/117483/Dublin/42-drynam-crescent-drynam-hall-kinsealy-swords-co-dublin,,,,,,,,,53.44208620000001,-6.199445799999999,,,,,,,https://www.myhome.ie/priceregister/42-drynam-crescent-dublin-kinsealy-co-dublin-k67yp58-1738006,454000.0,2024-08-09,420000.0,2024-02-24,420000.0,405.0,53.44208620000001,-6.199445799999999,
"201 Ashlawn Park, Ballybrack, Co. Dublin","€424,950",3 Bed,1 Bath,Semi-D,C2,A96 R5F6,€405,Churches Estate Agents,Office,"Sold, €450,000, Fri Aug 09 2024; Unlisted, €424,950, Tue Oct 31 2023; Created, €424,950, Mon Sep 04 2023",https://mynest.ie/listing/93339/Dublin/201-ashlawn-park-ballybrack-co-dublin,,,,,,,,,53.2546758,-6.133747500000001,,,,,,,https://www.myhome.ie/priceregister/201-ashlawn-park-ballybrack-dun-laoghaire-co-dublin-1474505,450000.0,2024-08-09,424950.0,2023-09-04,424950.0,405.0,53.2546758,-6.133747500000001,
"201 Ashlawn Park, Ballybrack, Co. Dublin, A96R5F6","€439,950",3 Bed,1 Bath,Semi-D,C2,A96 R5F6,€495,Churches Estate Agents,Blackrock Office,"Sold, €450,000, Fri Aug 09 2024; Sale Agreed, €439,950, Fri May 24 2024; Created, €439,950, Thu May 02 2024",https://mynest.ie/listing/128345/Dublin/201-ashlawn-park-ballybrack-co-dublin-a96r5f6,,,,,,,,,53.2546758,-6.133747500000001,,,,,,,https://www.myhome.ie/priceregister/201-ashlawn-park-ballybrack-dun-laoghaire-co-dublin-a96r5f6-1738004,450000.0,2024-08-09,439950.0,2024-05-02,439950.0,495.0,53.2546758,-6.133747500000001,
"Almacile, 18 Oak Dene, Killiney, Co. Dublin, A96A9T2","€950,000",4 Bed,3 Bath,Detached,D1,A96 A9T2,€945,Vincent Finnegan,Amy Neville Fulena,"Sold, €980,000, Fri Aug 09 2024; Unlisted, €950,000, Tue May 21 2024; Created, €950,000, Fri May 03 2024",https://mynest.ie/listing/128598/Dublin/almacile-18-oak-dene-killiney-co-dublin-a96a9t2,,,,,,,,,53.2684015,-6.1251371,,,,,,,https://www.myhome.ie/4798713,980000.0,2024-08-09,950000.0,2024-05-03,950000.0,945.0,53.2684015,-6.1251371,
"Almacile, 18 Oakdene, Killiney, Co. Dublin, A96A9T2","€895,000",4 Bed,3 Bath,Detached,C3,A96 A9T2,€945,Vincent Finnegan,Amy Neville Fulena,"Sold, €980,000, Fri Aug 09 2024; Sale Agreed, €895,000, Tue Jun 04 2024; Created, €895,000, Tue May 21 2024",https://mynest.ie/listing/131496/Dublin/almacile-18-oakdene-killiney-co-dublin-a96a9t2,,,,,,,,,53.2684015,-6.1251371,,,,,,,https://www.myhome.ie/4798713,980000.0,2024-08-09,895000.0,2024-05-21,895000.0,945.0,53.2684015,-6.1251371,
"15 Eden Road Upper, Glenageary, Co. Dublin, A96R8X9","€850,000",3 Bed,2 Bath,Detached,B3,A96 R8X9,€855,Vincent Finnegan,Amy Neville Fulena,"Sold, €975,000, Fri Aug 09 2024; Sale Agreed, €850,000, Mon Feb 26 2024; Created, €850,000, Fri Jan 26 2024",https://mynest.ie/listing/113572/Dublin/15-eden-road-upper-glenageary-co-dublin-a96r8x9,,,,,,,,,53.2863335,-6.130032300000001,,,,,,,https://www.myhome.ie/priceregister/15-upper-eden-rd-dublin-glenageary-co-dublin-a96r8x9-1738002,975000.0,2024-08-09,850000.0,2024-01-26,850000.0,855.0,53.2863335,-6.130032300000001,
"Kemacre, Portrane Road, Donabate, Co. Dublin","€860,000",4 Bed,3 Bath,Semi-D,C2,K36 YT98,€855,Noel Kelly Auctioneers LTD,Ray Dunne,"Sold, €760,000, Thu Aug 08 2024; Unlisted, €860,000, Fri Feb 03 2023; Created, €860,000, Mon Oct 24 2022",https://mynest.ie/listing/27923/Dublin/kemacre-portrane-road-donabate-co-dublin,"Kenmacre, Portrane Road, Donabate, County Dublin",Sale Agreed,4 beds,3 baths,158.0,,,,53.4912527,-6.1395911,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/kenmacre-portrane-road-donabate-county-dublin/4678532,760000.0,2024-08-08,860000.0,2022-10-24,860000.0,855.0,53.4912527,-6.1395911,
"92 Castledawson Sion Hill Blackrock, Blackrock, Co. Dublin, A94DE61","€750,000",3 Bed,3 Bath,Apartment,C2,A94 DE61,€765,Lisney Sotheby's International Realty (Blackrock),Stephen Day,"Sold, €775,000, Thu Aug 08 2024; Sale Agreed, €750,000, Tue Apr 23 2024; Created, €750,000, Mon Mar 25 2024",https://mynest.ie/listing/121964/Dublin/92-castledawson-sion-hill-blackrock-blackrock-co-dublin-a94de61,,,,,,,,,53.300791,-6.1770668,,,,,,,https://www.myhome.ie/priceregister/92-castledawson-rock-rd-sion-hill-dublin-a94de61-1738028,775000.0,2024-08-08,750000.0,2024-03-25,750000.0,765.0,53.300791,-6.1770668,
"Apartment 90, Allendale Square, Clonsilla, Dublin 15, D15VF88","€270,000",2 Bed,1 Bath,Apartment,D1,D15 VF88,€315,Duffy Auctioneers,Duffy Auctioneers MIPAV,"Sold, €292,000, Thu Aug 08 2024; Sale Agreed, €270,000, Tue Jun 18 2024; Created, €270,000, Tue May 14 2024",https://mynest.ie/listing/130191/Dublin/apartment-90-allendale-square-clonsilla-dublin-15-d15vf88,,,,,,,,,53.389914,-6.427446,,,,,,,https://www.myhome.ie/priceregister/90-allendale-sq-clonsilla-dublin-15-d15vf88-1738027,292000.0,2024-08-08,270000.0,2024-05-14,270000.0,315.0,53.389914,-6.427446,
"76 Chelmsford Lane, Ranelagh, Ranelagh, Dublin 6, D06XV02","€975,000",3 Bed,3 Bath,Detached,A3,D06 XV02,"€1,035",Mullery O'Gara Estate Agents Ranelagh,Ciaran Cassidy,"Sold, €1,175,000, Thu Aug 08 2024; Sale Agreed, €975,000, Mon Apr 08 2024; Created, €975,000, Thu Mar 21 2024",https://mynest.ie/listing/121438/Dublin/76-chelmsford-lane-ranelagh-ranelagh-dublin-6-d06xv02,,,,,,,,,53.3250177,-6.2528755,,,,,,,https://www.myhome.ie/priceregister/76-chelmsford-lane-ranelagh-dublin-6-d06xv02-1738026,1175000.0,2024-08-08,975000.0,2024-03-21,975000.0,1035.0,53.3250177,-6.2528755,
"57 Windmill Road, Crumlin, Dublin 12, D12A9K1","€345,000",2 Bed,1 Bath,End of Terrace,G,D12 A9K1,€315,DNG Terenure,Orla Buckley,"Sold, €400,000, Thu Aug 08 2024; Sale Agreed, €345,000, Sat May 04 2024; Created, €345,000, Thu Mar 21 2024",https://mynest.ie/listing/121472/Dublin/57-windmill-road-crumlin-dublin-12-d12a9k1,"57 Windmill Road, Crumlin, Dublin 12",Sold,2 beds,,74.0,,,,53.3238897,-6.3119866,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/57-windmill-road-crumlin-dublin-12/4780570,400000.0,2024-08-08,345000.0,2024-03-21,345000.0,315.0,53.3238897,-6.3119866,
"Kanta, Kanta, 5 Silchester Crescent, Glenageary, Co. Dublin, A96D5K3","€900,000",4 Bed,1 Bath,Detached,G,A96 D5K3,€945,DNG Dun Laoghaire,David Dobbs,"Sold, €1,300,000, Thu Aug 08 2024; Unlisted, €900,000, Tue May 07 2024; Created, €900,000, Fri Mar 29 2024",https://mynest.ie/listing/122856/Dublin/kanta-kanta-5-silchester-crescent-glenageary-co-dublin-a96d5k3,"Kanta, 5 Silchester Crescent, Glenageary, Co. Dublin",Sold,4 beds,,131.0,,,,53.2825278,-6.1321964,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/kanta-5-silchester-crescent-glenageary-co-dublin/4782381,1300000.0,2024-08-08,900000.0,2024-03-29,900000.0,945.0,53.2825278,-6.1321964,
"19 Burford Drive, Honey Park, Dun Laoghaire, Co. Dublin, A96K2P6","€975,000",5 Bed,3 Bath,Semi-D,A2,A96 K2P6,"€1,035",Moovingo,Moovingo,"Sold, €1,000,000, Thu Aug 08 2024; Sale Agreed, €975,000, Tue Jun 11 2024; Relisted, €975,000, Tue Apr 02 2024; Unlisted, €975,000, Wed Mar 20 2024; Created, €975,000, Tue Mar 19 2024",https://mynest.ie/listing/121043/Dublin/19-burford-drive-honey-park-dun-laoghaire-co-dublin-a96k2p6,"19 Burford Drive, Honey Park, Dun Laoghaire, County Dublin",Sold,5 beds,3 baths,200.0,,,,53.2788418,-6.1447563,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/19-burford-drive-honey-park-dun-laoghaire-county-dublin/4298483,1000000.0,2024-08-08,975000.0,2024-03-19,975000.0,1035.0,53.2788418,-6.1447563,
"149 Saint Mobhi Road, Glasnevin, Glasnevin, Dublin 9, D09C6V4","€895,000",3 Bed,2 Bath,Semi-D,C1,D09 C6V4,€945,Hamill Estate Agents & Valuers,Hamill Estate Agents & Valuers,"Sold, €990,000, Thu Aug 08 2024; Sale Agreed, €895,000, Fri May 31 2024; Created, €895,000, Tue Apr 30 2024",https://mynest.ie/listing/127873/Dublin/149-saint-mobhi-road-glasnevin-glasnevin-dublin-9-d09c6v4,"149 Saint Mobhi Road , Glasnevin, Dublin 9",Sold,3 beds,2 baths,137.0,,,,53.3713178,-6.267545699999999,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/149-saint-mobhi-road-glasnevin-dublin-9/4791051,990000.0,2024-08-08,895000.0,2024-04-30,895000.0,945.0,53.3713178,-6.267545699999999,
"14 Laurelton, Swords, Co. Dublin","€405,000",3 Bed,3 Bath,Semi-D,C1,K67 D880,€405,iMOVE,Shane Doyle ASCSI & ARICS,"Sold, €427,000, Thu Aug 08 2024; Unlisted, €405,000, Mon Feb 19 2024; Created, €405,000, Fri Oct 20 2023",https://mynest.ie/listing/101746/Dublin/14-laurelton-swords-co-dublin,,,,,,,,,53.46863459999999,-6.238258699999999,,,,,,,https://www.myhome.ie/priceregister/14-laurelton-dublin-swords-co-dublin-k67d880-1738019,427000.0,2024-08-08,405000.0,2023-10-20,405000.0,405.0,53.46863459999999,-6.238258699999999,
"105 Larkhill Road, Whitehall, Whitehall, Dublin 9, D09P448","€390,000",3 Bed,1 Bath,End of Terrace,SI_666,D09 P448,€405,Smith & Butler Estates,Mitchell Onuorah,"Sold, €415,000, Thu Aug 08 2024; Unlisted, €390,000, Thu Apr 04 2024; Created, €390,000, Thu Feb 01 2024",https://mynest.ie/listing/114388/Dublin/105-larkhill-road-whitehall-whitehall-dublin-9-d09p448,"105 Larkhill Road , Whitehall, Dublin 9",Sold,3 beds,,76.0,,,,53.38803919999999,-6.2472562,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/105-larkhill-road-whitehall-dublin-9/4771066,415000.0,2024-08-08,390000.0,2024-02-01,390000.0,405.0,53.38803919999999,-6.2472562,
"105 Larkhill Road, Dublin 9, D09P448","€390,000",3 Bed,1 Bath,End of Terrace,--,D09 P448,€405,Smith & Butler Estates,Mitchell Onuorah,"Sold, €415,000, Thu Aug 08 2024; Unlisted, €390,000, Mon Feb 19 2024; Created, €390,000, Sat Feb 17 2024",https://mynest.ie/listing/116575/Dublin/105-larkhill-road-dublin-9-d09p448,"105 Larkhill Road , Whitehall, Dublin 9",Sold,3 beds,,76.0,,,,53.38803919999999,-6.2472562,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/105-larkhill-road-whitehall-dublin-9/4771066,415000.0,2024-08-08,390000.0,2024-02-17,390000.0,405.0,53.38803919999999,-6.2472562,
"103 The Island, Chapelizod, Dublin 20, D20HK06","€275,000",1 Bed,1 Bath,Apartment,B3,D20 HK06,€315,DNG Lucan,Eoin Gorry,"Sold, €300,000, Thu Aug 08 2024; Sale Agreed, €275,000, Tue May 21 2024; Created, €275,000, Fri Apr 26 2024",https://mynest.ie/listing/127359/Dublin/103-the-island-chapelizod-dublin-20-d20hk06,"103 The Island, Chapelizod, Dublin 20",Sold,,,53.0,,,,53.3487765,-6.3457542,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/103-the-island-chapelizod-dublin-20/4789882,300000.0,2024-08-08,275000.0,2024-04-26,275000.0,315.0,53.3487765,-6.3457542,
"91 Mount Tallant Avenue, Terenure, Dublin 12, D6WVW62","€460,000",3 Bed,1 Bath,Terrace,E2,D6W VW62,€495,Auctioneera.ie,Auctioneera Dublin Office*,"Sold, €511,000, Wed Aug 07 2024; Sale Agreed, €460,000, Tue Apr 16 2024; Price Rise, €460,000, Wed Dec 06 2023; Created, €450,000, Thu Sep 21 2023",,"91 Mount Tallant Avenue, Terenure, Dublin",Sold,3 beds,,70.0,,,,53.3151393,-6.2884483,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/91-mount-tallant-avenue-terenure-dublin/4737731,511000.0,2024-08-07,450000.0,2023-09-21,460000.0,495.0,53.3151393,-6.2884483,
"7 Ballyowen Lawn, Lucan, Co. Dublin, K78H9C6","€415,000",3 Bed,2 Bath,Semi-D,C2,K78 H9C6,€405,DNG Lucan,Eoin Gorry,"Sold, €497,000, Wed Aug 07 2024; Sale Agreed, €415,000, Mon Apr 22 2024; Created, €415,000, Sat Mar 30 2024",https://mynest.ie/listing/122961/Dublin/7-ballyowen-lawn-lucan-co-dublin-k78h9c6,"7 Ballyowen Lawn, Lucan, Co. Dublin",Sold,3 beds,2 baths,98.0,,,,53.3564582,-6.419910199999999,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/7-ballyowen-lawn-lucan-co-dublin/4782740,497000.0,2024-08-07,415000.0,2024-03-30,415000.0,405.0,53.3564582,-6.419910199999999,
"45 Birch Grove, DunLaoghaire, Co Dublin, A96RX84","€575,000",3 Bed,1 Bath,Terrace,D2,A96 RX84,€585,Sherry FitzGerald Dun Laoghaire,Pippy Proger,"Sold, €610,000, Wed Aug 07 2024; Sale Agreed, €575,000, Mon Apr 29 2024; Created, €575,000, Tue Mar 19 2024",https://mynest.ie/listing/121076/Dublin/45-birch-grove-dunlaoghaire-co-dublin-a96rx84,"45 Birch Grove, Dun Laoghaire, Co. Dublin",Sold,3 beds,,94.0,,,,53.2835397,-6.1540227,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/45-birch-grove-dun-laoghaire-co-dublin/4780089,610000.0,2024-08-07,575000.0,2024-03-19,575000.0,585.0,53.2835397,-6.1540227,
"45 Beverton Court, Donabate, Co. Dublin","€250,000",2 Bed,1 Bath,Apartment,D2,K36 H602,€225,PropertyTeam Nolan & Fahy Auctioneers,Sean Nolan MIPAV MCEI,"Sold, €285,000, Wed Aug 07 2024; Unlisted, €250,000, Fri Dec 02 2022; Created, €250,000, Fri Nov 18 2022",https://mynest.ie/listing/48335/Dublin/45-beverton-court-donabate-co-dublin,,,,,,,,,53.4887094,-6.158538,,,,,,,https://www.myhome.ie/priceregister/45-beverton-court-dublin-donabate-co-dublin-k36h602-1738040,285000.0,2024-08-07,250000.0,2022-11-18,250000.0,225.0,53.4887094,-6.158538,
"4 Barrack Lane, Finglas, Dublin 11, D11H9V9","€195,000",2 Bed,1 Bath,Bungalow,G,D11 H9V9,€90,Be Lettings,Michelle,"Sold, €200,000, Wed Aug 07 2024; Sale Agreed, €195,000, Tue Apr 02 2024; Price Drop, €195,000, Wed Mar 06 2024; Price Drop, €225,000, Tue Jan 16 2024; Created, €265,000, Mon Nov 13 2023",https://mynest.ie/listing/104850/Dublin/4-barrack-lane-finglas-dublin-11-d11h9v9,,,,,,,,,53.387429,-6.2987503,,,,,,,https://www.myhome.ie/priceregister/4-barrack-lane-finglas-dublin-11-d11h9v9-1738039,200000.0,2024-08-07,265000.0,2023-11-13,195000.0,90.0,53.387429,-6.2987503,
"36 Cremore Crescent, Glasnevin, Dublin 11, D11FFX9","€749,000",5 Bed,--,Semi-D,F,D11 FFX9,€765,DNG Phibsboro,Ciaran Jones,"Sold, €710,000, Wed Aug 07 2024; Sale Agreed, €749,000, Wed Mar 20 2024; Created, €749,000, Fri Feb 02 2024",https://mynest.ie/listing/114601/Dublin/36-cremore-crescent-glasnevin-dublin-11-d11ffx9,"36 Cremore Crescent, Glasnevin, Dublin 11",Sold,5 beds,,132.0,,,,53.3789655,-6.2795853,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/36-cremore-crescent-glasnevin-dublin-11/4771284,710000.0,2024-08-07,749000.0,2024-02-02,749000.0,765.0,53.3789655,-6.2795853,
"33 Donore Road, Saint Catherine's, Dublin 8, D08V2AH","€575,000",3 Bed,1 Bath,Terrace,D2,D08 V2AH,€585,Sherry FitzGerald Rathmines,Barry Ensor,"Sold, €585,000, Wed Aug 07 2024; Sale Agreed, €575,000, Mon May 13 2024; Created, €575,000, Mon Jan 29 2024",https://mynest.ie/listing/113833/Dublin/33-donore-road-saint-catherines-dublin-8-d08v2ah,"33 Donore Road, Saint Catherine's, Dublin 8",Sold,3 beds,,82.0,,,,53.3345958,-6.2819387,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/33-donore-road-saint-catherine-s-dublin-8/4770390,585000.0,2024-08-07,575000.0,2024-01-29,575000.0,585.0,53.3345958,-6.2819387,
"11 Ingram Road, South Circular Road, South Circular Road, Dublin 8, D08V9R3","€525,000",4 Bed,1 Bath,End of Terrace,E1,D08 V9R3,€495,Felicity Fox Auctioneers,Alistair Hickey,"Sold, €580,000, Wed Aug 07 2024; Sale Agreed, €525,000, Tue Jan 30 2024; Created, €525,000, Wed Dec 06 2023",https://mynest.ie/listing/107471/Dublin/11-ingram-road-south-circular-road-south-circular-road-dublin-8-d08v9r3,,,,,,,,,53.3498053,-6.2603097,,,,,,,https://www.myhome.ie/residential/brochure/11-ingram-road-south-circular-road-dublin-8/4729671,580000.0,2024-08-07,525000.0,2023-12-06,525000.0,495.0,53.3498053,-6.2603097,
"1 Tivoli Terrace North, Dun Laoghaire, Co. Dublin, A96VH33","€950,000",3 Bed,2 Bath,Semi-D,C3,A96 VH33,€945,DNG Dun Laoghaire,Darragh Whelan,"Sold, €1,253,667, Wed Aug 07 2024; Sale Agreed, €950,000, Fri Mar 15 2024; Created, €950,000, Fri Dec 22 2023",https://mynest.ie/listing/109012/Dublin/1-tivoli-terrace-north-dun-laoghaire-co-dublin-a96vh33,"1 Tivoli Terrace North, Dun Laoghaire, Co. Dublin",Sold,3 beds,2 baths,115.0,,,,53.29092860000001,-6.1400515,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/1-tivoli-terrace-north-dun-laoghaire-co-dublin/4765126,1253667.0,2024-08-07,950000.0,2023-12-22,950000.0,945.0,53.29092860000001,-6.1400515,
